"participants","sic_primary","date_announced","date_terminated","business_description","participant_nation","alliance_deal_name","alliance_sic_code","alliance_nation","status","type","ownership_structure","deal_number","participant_country","continent","participants_original","country_iso","city","nace_code","entity_type","employees_last_value","total_assets_eur","total_assets_usd","n_companies_group","n_shareholders","n_subsidiaries","roa","rd_ratio","export_ratio","export_revenue","long_term_debt","is_guo","is_controlled_sub","size_classification","orbis_match_type","participants_std","assignee","total_applications","granted_patents","avg_ipc_scope","avg_team_size","grant_success_rate","total_ipc_mentions","tech_specialist_hhi","patent_match_type"
"Cyberinc Corp","7372","2017-07-25",NA,"Develops cybersecurity software","United States","HEWLETT PACKARD ENTERPRISE CO/CYBERINC-STRATEGIC ALLIANCE",7373,"Supranational","Completed/Signed","Strategic Alliance",NA,3132463045,"United States","Americas","Cyberinc Corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","CYBERINC ","CYBERINC CORPORATION",2,2,1,2,1,2,1,"exact"
"Hewlett Packard Enterprise Co","3571","2017-07-25",NA,"Manufactures electronic computers","United States","HEWLETT PACKARD ENTERPRISE CO/WIPRO LTD-STRATEGIC ALLIANCE",7371,"Supranational","Completed/Signed","Strategic Alliance",NA,3131916045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"Wipro Ltd","7371","2017-07-25",NA,"Provide information technology services","India","HEWLETT PACKARD ENTERPRISE CO/WIPRO LTD-STRATEGIC ALLIANCE",7371,"Supranational","Completed/Signed","Strategic Alliance",NA,3131916045,"India","Asia","Wipro Ltd","IN","BANGALORE",6201,"GUO",NA,13899870.3673359,15032705.5736259,259,59,264,10.21,0,NA,NA,930752.8313084,1,0,"Very large company","matched","WIPRO","WIPRO LIMITED",839,839,1.30512514898689,2.10488676996424,1,1095,0.462578344905236,"exact"
"Dreamgear LLC","3571","2017-08-16",NA,"Electronic Computer Manufacturing","United States","DREAMGEAR LLC/DIGITAL AUDIO DISK CORP-STRATEGIC ALLIANCE",5099,"Supranational","Completed/Signed","Strategic Alliance",NA,3139572045,"United States","Americas","Dreamgear LLC","US","TORRANCE",3240,"GUO",60,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,0,"Large company","matched","DREAMGEAR","DREAMGEAR, LLC",18,18,0,1.5,1,0,0,"exact"
"Digital Audio Disk Corp","3652","2017-08-16",NA,"Mnfr compact audio disks","United States","DREAMGEAR LLC/DIGITAL AUDIO DISK CORP-STRATEGIC ALLIANCE",5099,"Supranational","Completed/Signed","Strategic Alliance",NA,3139572045,"United States","Americas","Digital Audio Disk Corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","DIGITAL AUDIO DISK ","DIGITAL AUDIO DISC CORPORATION",11,11,1,1.54545454545455,1,11,0.68595041322314,"fuzzy"
"Incedo Inc","7376","2017-08-22",NA,"Provide information tech svcs","United States","INCEDO INC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7375,"United States","Completed/Signed","Strategic Alliance",NA,3142012045,"United States","Americas","Incedo Inc","US","SANTA CLARA",6209,"Single location",2,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Small company","matched","INCEDO",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2017-08-22",NA,"Manufacture computer products","United States","INCEDO INC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7375,"United States","Completed/Signed","Strategic Alliance",NA,3142012045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"IBM Corp","3571","2017-09-05",NA,"Manufacture computer products","United States","INTERNATIONAL BUSINESS/VOLKSWAGEN AG-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3146643045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Volkswagen AG","3711","2017-09-05",NA,"Manufactures and wholesales motor vehicles and motor vehicle parts","Germany","INTERNATIONAL BUSINESS/VOLKSWAGEN AG-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3146643045,"Germany","Europe","Volkswagen AG","DE","WOLFSBURG",2910,"Controlled subs.",614082,632905000,657524713.934064,1787,23,1027,1.487,1.061,NA,NA,137061000,0,1,"Very large company","matched","VOLKSWAGEN","VOLKSWAGEN A.G.",7,7,1,3.42857142857143,1,7,0.26530612244898,"exact"
"Volkswagen AG","3711","2017-09-05",NA,"Manufactures and wholesales motor vehicles and motor vehicle parts","Germany","INTERNATIONAL BUSINESS/VOLKSWAGEN AG-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3146643045,"Germany","Europe","Volkswagen AG","DE","WOLFSBURG",2910,"Controlled subs.",614082,632905000,657524713.934064,1787,23,1027,1.487,1.061,NA,NA,137061000,0,1,"Very large company","matched","VOLKSWAGEN","VOLKSWAGEN AKTIENGESELLSCHAFT",2829,2835,1.22927689594356,2.74356261022928,1.00212089077413,3485,0.259982256401178,"exact"
"General Electric Co","3612","2017-09-13",NA,"Manufacture,wholesale power generation equipment","United States","GENERAL ELECTRIC CO/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,3149790045,"United States","Americas","General Electric Co","US","LOUISVILLE",2790,"Controlled subs.",10,NA,NA,1419,1,0,NA,NA,NA,NA,NA,0,1,"Very large company","matched","GENERAL ELECTRIC ","GENERAL ELECTRIC COMPANY",32108,32136,1.24122479462285,3.28040204132437,1.00087205680827,39882,0.201171025861732,"exact"
"Hewlett Packard Enterprise Co","3571","2017-09-13",NA,"Manufactures electronic computers","United States","GENERAL ELECTRIC CO/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,3149790045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"Cray Inc","3571","2017-09-25",NA,"Manufactures and wholesales computer systems and supercomputers","United States","CRAY INC/SEAGATE TECHNOLOGY PLC-STRATEGIC ALLIANCE",1731,"United States","Completed/Signed","Strategic Alliance",NA,3216812045,"United States","Americas","Cray Inc","US","SEATTLE",2620,"Controlled subs.",1287,451643.440536198,517132,377,1,23,-13.861,25.26,NA,NA,0,0,1,"Very large company","matched","CRAY","CRAY HK LIMITED",1,1,2,5,1,2,0.5,"exact"
"Cray Inc","3571","2017-09-25",NA,"Manufactures and wholesales computer systems and supercomputers","United States","CRAY INC/SEAGATE TECHNOLOGY PLC-STRATEGIC ALLIANCE",1731,"United States","Completed/Signed","Strategic Alliance",NA,3216812045,"United States","Americas","Cray Inc","US","SEATTLE",2620,"Controlled subs.",1287,451643.440536198,517132,377,1,23,-13.861,25.26,NA,NA,0,0,1,"Very large company","matched","CRAY","CRAY INC.",208,208,1.11057692307692,2.90384615384615,1,231,0.476808905380334,"exact"
"Seagate Technology Plc","3572","2017-09-25",NA,"Mnfr,wholesale disc drives","United States","CRAY INC/SEAGATE TECHNOLOGY PLC-STRATEGIC ALLIANCE",1731,"United States","Completed/Signed","Strategic Alliance",NA,3216812045,"United States","Americas","Seagate Technology Plc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","SEAGATE TECHNOLOGY","SEAGATE TECHNOLOGIES LLC",33,33,1.21212121212121,3.39393939393939,1,40,0.37375,"exact"
"Seagate Technology Plc","3572","2017-09-25",NA,"Mnfr,wholesale disc drives","United States","CRAY INC/SEAGATE TECHNOLOGY PLC-STRATEGIC ALLIANCE",1731,"United States","Completed/Signed","Strategic Alliance",NA,3216812045,"United States","Americas","Seagate Technology Plc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","SEAGATE TECHNOLOGY","SEAGATE TECHNOLOGY LLC",7834,7845,1.1389420012747,3.13397068196303,1.00140413581823,8935,0.587728120364418,"exact"
"Petrosoft Llc","7372","2017-10-18",NA,"Software Reproducing","United States","PETROSOFT LLC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",1382,"United States","Completed/Signed","Strategic Alliance",NA,3374690045,"United States","Americas","Petrosoft Llc","US","PITTSBURGH",7112,"GUO",75,NA,NA,2,0,1,NA,NA,NA,NA,NA,1,0,"Large company","matched","PETROSOFT",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2017-10-18",NA,"Manufacture computer products","United States","PETROSOFT LLC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",1382,"United States","Completed/Signed","Strategic Alliance",NA,3374690045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Dell Inc","3571","2017-10-24",NA,"Manufactures and wholesales computers","United States","DELL INC/VMWARE INC-STRATEGIC ALLIANCE",7373,"United States","Completed/Signed","Strategic Alliance",NA,3217361045,"United States","Americas","Dell Inc","US","ROUND ROCK",2620,"Controlled subs.",111300,35084870.3548407,47540000,715,1,311,4.989,1.883,NA,NA,3868634.63189052,0,1,"Very large company","matched","DELL","DELL INC.",5,5,1.2,3,1,6,0.555555555555556,"exact"
"VMware Inc","7372","2017-10-24",NA,"Develops virtualization software","United States","DELL INC/VMWARE INC-STRATEGIC ALLIANCE",7373,"United States","Completed/Signed","Strategic Alliance",NA,3217361045,"United States","Americas","VMware Inc","US","ROSEVILLE",5829,"Single location",2,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Medium sized company","matched","VMWARE","VMWARE LLC",5266,5269,1.32074397418865,3.48775858796736,1.00056969236612,6959,0.531526194698441,"exact"
"Tayana Software Solutions Pvt","7372","2017-11-15",NA,"Dvlp software","India","TAYANA SOFTWARE SOLUTIONS PVT/BEYOND SOFTWARE-STRATEGIC ALLIANCE",8742,"India~United States","Completed/Signed","Strategic Alliance",NA,3370334045,"India","Asia","Tayana Software Solutions Pvt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","TAYANA SOFTWARE SOLUTIONS PVT",NA,0,0,0,0,0,0,0,"unmatched"
"Beyond Software","3571","2017-11-15",NA,"Dvlps mainframes for WWW","United States","TAYANA SOFTWARE SOLUTIONS PVT/BEYOND SOFTWARE-STRATEGIC ALLIANCE",8742,"India~United States","Completed/Signed","Strategic Alliance",NA,3370334045,"United States","Americas","Beyond Software","US","DOVER",5829,"Single location",2,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Medium sized company","matched","BEYOND SOFTWARE",NA,0,0,0,0,0,0,0,"unmatched"
"Hewlett Packard Enterprise Co","3571","2017-11-20",NA,"Manufactures electronic computers","United States","HEWLETT PACKARD ENTERPRISE CO/ADVANCED MICRO DEVICES INC-STRATEGIC~ALLIANCE",7373,"United States","Completed/Signed","Strategic Alliance",NA,3371087045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"Advanced Micro Devices Inc","3674","2017-11-20",NA,"Semiconductor and Related Device Manufacturing","United States","HEWLETT PACKARD ENTERPRISE CO/ADVANCED MICRO DEVICES INC-STRATEGIC~ALLIANCE",7373,"United States","Completed/Signed","Strategic Alliance",NA,3371087045,"United States","Americas","Advanced Micro Devices Inc","US","SANTA CLARA",2611,"GUO",28000,66633969.1900822,69226000,121,2872,80,2.37,25.038,NA,NA,1656560.5549379,1,0,"Very large company","matched","ADVANCED MICRO DEVICES","ADVANCED MICRO DEVICES, INC.",9918,9921,1.04868460840641,2.75637536538655,1.00030248033878,10398,0.466258972894198,"exact"
"Infosys Ltd","7371","2017-11-27",NA,"Provides information technology and consulting services","India","INFOSYS LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,3187207045,"India","Asia","Infosys Ltd","IN","BANGALORE",6201,"GUO",NA,16087836.9345786,17398990.7504711,179,134,181,17.94,0,NA,NA,623620.711378467,1,0,"Very large company","matched","INFOSYS","INFOSYS LIMITED",370,372,1.21236559139785,3.02956989247312,1.00540540540541,451,0.602607656796181,"exact"
"Hewlett Packard Enterprise Co","3571","2017-11-27",NA,"Manufactures electronic computers","United States","INFOSYS LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7372,"Supranational","Completed/Signed","Strategic Alliance",NA,3187207045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"ABB Ltd","3613","2017-11-28",NA,"Manufacture,wholesale electronic equipment","Switzerland","ABB LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7374,"Supranational","Completed/Signed","Strategic Alliance",NA,3187371045,"Switzerland","Europe","ABB Ltd","CH","ZURICH",2712,"GUO",109900,38845911.8626549,40357000,493,152,330,9.75,4.441,NA,NA,7010302.45299986,1,0,"Very large company","matched","ABB","ABB AB",382,382,1,2.78795811518325,1,382,0.309119815794523,"exact"
"ABB Ltd","3613","2017-11-28",NA,"Manufacture,wholesale electronic equipment","Switzerland","ABB LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7374,"Supranational","Completed/Signed","Strategic Alliance",NA,3187371045,"Switzerland","Europe","ABB Ltd","CH","ZURICH",2712,"GUO",109900,38845911.8626549,40357000,493,152,330,9.75,4.441,NA,NA,7010302.45299986,1,0,"Very large company","matched","ABB","ABB AG",344,344,1.1656976744186,2.75,1,401,0.341148375942936,"exact"
"ABB Ltd","3613","2017-11-28",NA,"Manufacture,wholesale electronic equipment","Switzerland","ABB LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7374,"Supranational","Completed/Signed","Strategic Alliance",NA,3187371045,"Switzerland","Europe","ABB Ltd","CH","ZURICH",2712,"GUO",109900,38845911.8626549,40357000,493,152,330,9.75,4.441,NA,NA,7010302.45299986,1,0,"Very large company","matched","ABB","ABB AS",27,27,1.03703703703704,2.59259259259259,1,28,0.341836734693878,"exact"
"ABB Ltd","3613","2017-11-28",NA,"Manufacture,wholesale electronic equipment","Switzerland","ABB LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7374,"Supranational","Completed/Signed","Strategic Alliance",NA,3187371045,"Switzerland","Europe","ABB Ltd","CH","ZURICH",2712,"GUO",109900,38845911.8626549,40357000,493,152,330,9.75,4.441,NA,NA,7010302.45299986,1,0,"Very large company","matched","ABB","ABB B.V.",6,6,1.83333333333333,2,1,11,0.504132231404959,"exact"
"ABB Ltd","3613","2017-11-28",NA,"Manufacture,wholesale electronic equipment","Switzerland","ABB LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7374,"Supranational","Completed/Signed","Strategic Alliance",NA,3187371045,"Switzerland","Europe","ABB Ltd","CH","ZURICH",2712,"GUO",109900,38845911.8626549,40357000,493,152,330,9.75,4.441,NA,NA,7010302.45299986,1,0,"Very large company","matched","ABB","ABB OY",363,363,0.873278236914601,2.46005509641873,1,317,0.457851108081482,"exact"
"ABB Ltd","3613","2017-11-28",NA,"Manufacture,wholesale electronic equipment","Switzerland","ABB LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7374,"Supranational","Completed/Signed","Strategic Alliance",NA,3187371045,"Switzerland","Europe","ABB Ltd","CH","ZURICH",2712,"GUO",109900,38845911.8626549,40357000,493,152,330,9.75,4.441,NA,NA,7010302.45299986,1,0,"Very large company","matched","ABB","ABB S.P.A.",158,158,0.835443037974684,2.50632911392405,1,132,0.647842056932966,"exact"
"Hewlett Packard Enterprise Co","3571","2017-11-28",NA,"Manufactures electronic computers","United States","ABB LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE",7374,"Supranational","Completed/Signed","Strategic Alliance",NA,3187371045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"Promise Technology Inc","3577","2017-11-29",NA,"Manufacture,wholesale disk","Taiwan","PROMISE TECHNOLOGY INC/STONEFLY INC-STRATEGIC ALLIANCE",7373,"United States","Completed/Signed","Strategic Alliance",NA,3195229045,"Taiwan","Asia","Promise Technology Inc","TW","HSINCHU",2620,"GUO",NA,30596.2811976005,31786.4624894708,5,11,5,-14.602,20.367,NA,NA,1306.78248817459,1,0,"Very large company","matched","PROMISE TECHNOLOGY","PROMISE TECHNOLOGY, INC.",31,31,1.06451612903226,2.58064516129032,1,33,0.588613406795225,"exact"
"StoneFly Inc","3571","2017-11-29",NA,"Mnfr storage concentrators","United States","PROMISE TECHNOLOGY INC/STONEFLY INC-STRATEGIC ALLIANCE",7373,"United States","Completed/Signed","Strategic Alliance",NA,3195229045,"United States","Americas","StoneFly Inc","US","CASTRO VALLEY",4651,"GUO",10,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,0,"Medium sized company","matched","STONEFLY","STONEFLY S.P.A.",3,3,1,1,1,3,1,"exact"
"Apple Inc","3571","2017-11-30",NA,"Electronic Computer Manufacturing","United States","APPLE INC/BIOTELEMETRY INC-STRATEGIC ALLIANCE",7372,"","Completed/Signed","Strategic Alliance",NA,3193126045,"United States","Americas","Apple Inc","US","CUPERTINO",2620,"GUO",164000,305971309.417227,359241000,130,5957,81,31.18,8.302,NA,NA,66713211.2538172,1,0,"Very large company","matched","APPLE","APPLE INC.",35464,35595,1.13906447534766,4.90189633375474,1.0036938867584,40544,0.427966942401026,"exact"
"BioTelemetry Inc","3841","2017-11-30",NA,"Manufactures monitoring devices","United States","APPLE INC/BIOTELEMETRY INC-STRATEGIC ALLIANCE",7372,"","Completed/Signed","Strategic Alliance",NA,3193126045,"United States","Americas","BioTelemetry Inc","US","MALVERN",3250,"Controlled subs.",1700,610397.088567929,685720,650,3,20,4.352,3.187,NA,NA,170119.302908467,0,1,"Very large company","matched","BIOTELEMETRY",NA,0,0,0,0,0,0,0,"unmatched"
"Logicom Info Tech Distn SRL","5045","2018-01-04",NA,"Computer and Computer Peripheral Equipment and Software Merchant Wholesalers","Romania","LOGICOM INFORMATION TECHNOLOGY DISTRIBUTION SRL/DELL INC-STRATEGIC~ALLIANCE",5099,"Romania","Completed/Signed","Strategic Alliance",NA,3210064045,"Romania","Europe","Logicom Info Tech Distn SRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","LOGICOM INFO TECH DISTN",NA,0,0,0,0,0,0,0,"unmatched"
"Dell Inc","3571","2018-01-04",NA,"Manufactures and wholesales computers","United States","LOGICOM INFORMATION TECHNOLOGY DISTRIBUTION SRL/DELL INC-STRATEGIC~ALLIANCE",5099,"Romania","Completed/Signed","Strategic Alliance",NA,3210064045,"United States","Americas","Dell Inc","US","ROUND ROCK",2620,"Controlled subs.",111300,35084870.3548407,47540000,715,1,311,4.989,1.883,NA,NA,3868634.63189052,0,1,"Very large company","matched","DELL","DELL INC.",5,5,1.2,3,1,6,0.555555555555556,"exact"
"Panasonic System","3571","2018-01-23",NA,"Electronic Computer Manufacturing","United States","PANASONIC SYSTEM COMMUNICATIONS CO OF NORTH AMERICA/CYTRACK INTELLIGENCE~SYSTEMS PTY LTD-STRATEGIC ALLIANCE",7372,"Australia","Completed/Signed","Strategic Alliance",NA,3220135045,"United States","Americas","Panasonic System","US","LAKE VIEW",NA,"Single location",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Small company","matched","PANASONIC SYSTEM",NA,0,0,0,0,0,0,0,"unmatched"
"Cytrack Intelligence Sys Pty","5045","2018-01-23",NA,"Computer and Computer Peripheral Equipment and Software Merchant Wholesalers","Australia","PANASONIC SYSTEM COMMUNICATIONS CO OF NORTH AMERICA/CYTRACK INTELLIGENCE~SYSTEMS PTY LTD-STRATEGIC ALLIANCE",7372,"Australia","Completed/Signed","Strategic Alliance",NA,3220135045,"Australia","Oceania","Cytrack Intelligence Sys Pty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","CYTRACK INTELLIGENCE SYS PTY",NA,0,0,0,0,0,0,0,"unmatched"
"Immersion Corp","3577","2018-01-26",NA,"Mnfr,whl digital touch prod","United States","IMMERSION CORP/APPLE INC-STRATEGIC ALLIANCE",6794,"United States","Completed/Signed","Strategic Alliance",NA,3364330045,"United States","Americas","Immersion Corp","US","SAN JOSE",2620,"GUO",14,195231.586590568,215731,15,199,23,15.749,0.828,NA,NA,0,1,0,"Very large company","matched","IMMERSION ",NA,0,0,0,0,0,0,0,"unmatched"
"Apple Inc","3571","2018-01-26",NA,"Electronic Computer Manufacturing","United States","IMMERSION CORP/APPLE INC-STRATEGIC ALLIANCE",6794,"United States","Completed/Signed","Strategic Alliance",NA,3364330045,"United States","Americas","Apple Inc","US","CUPERTINO",2620,"GUO",164000,305971309.417227,359241000,130,5957,81,31.18,8.302,NA,NA,66713211.2538172,1,0,"Very large company","matched","APPLE","APPLE INC.",35464,35595,1.13906447534766,4.90189633375474,1.0036938867584,40544,0.427966942401026,"exact"
